Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
LONE,Lonestar Resources US Inc.,7.07,174202162.9,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
MIC,Macquarie Infrastructure Corporation ,37.96,3229801698,n/a,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
MMP,Magellan Midstream Partners L.P.,68.72,15681571395,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
TUSK,"Mammoth Energy Services, Inc.",34.6,1547114642,n/a,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
MRO,Marathon Oil Corporation,21.54,18377799105,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,78.49,36252865128,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MARPS,Marine Petroleum Trust,3.7289,7457800,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MMLP,Martin Midstream Partners L.P.,15.15,591641390.6,n/a,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MTDR,Matador Resources Company,31.8,3474432988,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr
MTR,Mesa Royalty Trust,14.995,27944532.05,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr
MXC,Mexco Energy Corporation,6.3501,12936842.83,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mxc
MGEE,MGE Energy Inc.,57.9,2007298623,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MCEP,"Mid-Con Energy Partners, LP",2.1,63641818.8,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",13.56,342484336.9,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mpo
MPLX,MPLX LP,37.1,29456425160,n/a,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx
MUR,Murphy Oil Corporation,31.67,5480113618,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur
MVO,MV Oil Trust,9.87,113505000,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mvo
NBR,Nabors Industries Ltd.,8.06,2558421820,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr
NESR,National Energy Services Reunited Corp.,10.08,118242684,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,1.5,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw
NOV,"National Oilwell Varco, Inc.",43.69,16690574647,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nov
NGS,"Natural Gas Services Group, Inc.",23.65,309474605.6,n/a,2002,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ngs
NRP,Natural Resource Partners LP,32.1,393094032,n/a,2002,Energy,Coal Mining,https://www.nasdaq.com/symbol/nrp
NCSM,"NCS Multistage Holdings, Inc.",17.14,764977071.1,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm
GBR,"New Concept Energy, Inc",1.385,2952729.975,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr
NFX,Newfield Exploration Company,29.72,5935865101,n/a,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx
NR,"Newpark Resources, Inc.",10.5,937759231.5,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nr
NGL,NGL ENERGY PARTNERS LP,11.1,1344028670,n/a,2011,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl
NINE,"Nine Energy Service, Inc.",36.37,910470249.9,n/a,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine
NE,Noble Corporation,5.86,1446135101,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne
NBL,Noble Energy Inc.,36.8,17827416766,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,51.7,2050538739,n/a,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx
NOA,North American Construction Group Ltd.,6.45,179764821.8,n/a,2006,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa
NRT,North European Oil Royality Trust,8.93,82071968.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nrt
NOG,"Northern Oil and Gas, Inc.",2.63,327726404,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nog
DNOW,NOW Inc.,14.8,1600488857,n/a,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow
NS,Nustar Energy L.P.,23.85,2222415242,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns
NSH,"Nustar GP Holdings, LLC",13,558390716,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nsh
NSS,"NuStar Logistics, L.P.",25.4,0,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nss
NES,"Nuverra Environmental Solutions, Inc.",16.43,192158379.4,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nes
OMP,Oasis Midstream Partners LP,19.09,525432510.9,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/omp
OAS,Oasis Petroleum Inc.,12.52,3972702282,n/a,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas
OBE,Obsidian Energy Ltd.,1.21,610252595.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/obe
OXY,Occidental Petroleum Corporation,84.95,65052180444,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy
ORIG,Ocean Rig UDW Inc.,27.02,2474166874,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/orig
OII,"Oceaneering International, Inc.",23.88,2352934775,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/oii
OIS,"Oil States International, Inc.",36.9,2212412267,n/a,2001,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois
ROYT,Pacific Coast Oil Trust,2.19,84497116.02,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/royt
PHX,Panhandle Royalty Company,19.8,332163869.4,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/phx
PARR,"Par Pacific Holdings, Inc.",17.42,799263011.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/parr
PKD,Parker Drilling Company,0.515,71783699.36,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pkd
PE,"Parsley Energy, Inc.",31.02,9828497499,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pe
PTEN,"Patterson-UTI Energy, Inc.",22.44,4977354039,n/a,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pten
PBF,PBF Energy Inc.,44.98,5048085969,n/a,2012,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,19.7,826989215.6,n/a,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pbfx
PDCE,"PDC Energy, Inc.",63.99,4227554125,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pdce
BTU,Peabody Energy Corporation,40.95,5139225000,n/a,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu
PED,Pedevco Corp.,0.3299,2401260.945,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ped
PBA,Pembina Pipeline Corp.,34.62,17427902945,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pba
PGH,Pengrowth Energy Corporation,0.8599,478203736.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pgh
PVAC,Penn Virginia Corporation,65.08,980005878.4,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvac
PBT,Permian Basin Royalty Trust,9.88,460494904.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbt
PRT,PermRock Royalty Trust,15.84,192705194.9,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/prt
PTR,PetroChina Company Limited,81.65,1.49437E+11,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr
PBR,Petroleo Brasileiro S.A.- Petrobras,15.7,1.02399E+11,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr
PSX,Phillips 66,118.75,55318137338,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx
PSXP,Phillips 66 Partners LP,50.9,6197623397,n/a,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/psxp
PES,Pioneer Energy Services Corp.,5.65,439603527.1,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pes
PXD,Pioneer Natural Resources Company,202.68,34542240228,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd
PAA,"Plains All American Pipeline, L.P.",24.67,17900126171,n/a,1998,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/paa
PAGP,"Plains Group Holdings, L.P.",24.9,3909774046,n/a,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pagp
PLUG,"Plug Power, Inc.",2.14,458547581.9,n/a,1999,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/plug
PDS,Precision Drilling Corporation,3.94,1155361101,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pds
PNRG,PrimeEnergy Corporation,67.8,142229280.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pnrg
PFIE,"Profire Energy, Inc.",4.88,232052720.6,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie
PUMP,ProPetro Holding Corp.,19.61,1635713026,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/pump
QEP,"QEP Resources, Inc.",13.17,3130618917,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/qep
QES,Quintana Energy Services Inc.,9.19,309068283.5,n/a,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/qes
METC,"Ramaco Resources, Inc.",7.65,306630872.6,n/a,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc
RRC,Range Resources Corporation,15.45,3850715003,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",9.07,143006200.2,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rngr
RCON,"Recon Technology, Ltd.",1.3,23764453.7,n/a,2009,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon
REN           ,Resolute Energy Corporation,33.75,781681117.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ren
REI,"Ring Energy, Inc.",15.41,930579526.9,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rei
ROSE,Rosehill Resources Inc.,8.14,294958598,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,8.82,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.97,0,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
RDC,Rowan Companies plc,16.35,2074767928,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc
RES,"RPC, Inc.",18.73,4035730137,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RSPP,"RSP Permian, Inc.",46.64,7435542263,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rspp
SBR,Sabine Royalty Trust,47.5,692518887.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SAEX,"SAExploration Holdings, Inc.",1.51,22559635.56,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SJT,San Juan Basin Royalty Trust,6.59,307151965.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,4.08,347503424.6,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SNMP,Sanchez Midstream Partners LP,12.1,184338369.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp
SD,"SandRidge Energy, Inc.",14.09,498847700.1,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.2,33600000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.69,84035250,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.45,128625000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SSL,Sasol Ltd.,37.95,24584001385,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
SLB,Schlumberger N.V.,73.73,1.02126E+11,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SDRL,Seadrill Limited,0.4824,243343920.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3.73,342494568,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
WTTR,"Select Energy Services, Inc.",16.68,1777868691,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEMG,Semgroup Corporation,25.45,2011296474,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SHLX,"Shell Midstream Partners, L.P.",23.75,5315529799,n/a,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SBOW,"SilverBow Resorces, Inc.",28.14,327905205.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SM,SM Energy Company,26.62,2973108366,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SOI,"Solaris Oilfield Infrastructure, Inc.",16.2,765785421,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SWN,Southwestern Energy Company,4.66,2734516734,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SRLP,Sprague Resources LP,22.95,521591167.8,n/a,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
SRCI,SRC Energy Inc.,12.67,3066835266,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/srci
SU,Suncor Energy  Inc.,41.05,67079313549,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
SNDE,Sundance Energy Australia Limited,5.48,7237847,1320775,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SUN,Sunoco LP,26.15,2586307906,n/a,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun
SDPI,"Superior Drilling Products, Inc.",2.225,54590719.88,n/a,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi
SPN,"Superior Energy Services, Inc.",12.22,1884782873,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn
TALO,"Talos Energy, Inc.",33.42,668356587.4,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo
FTI,TechnipFMC plc,33.19,15327048869,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TELL,Tellurian Inc.,11.15,2546895287,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell
TGC,"Tengasco, Inc.",0.688,7309651.184,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc
TTI,"Tetra Technologies, Inc.",4.52,567575229.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti
TPL,Texas Pacific Land Trust,686.78,5360659916,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl
THR,"Thermon Group Holdings, Inc.",24.44,793427858.6,n/a,2011,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/thr
TRCH,"Torchlight Energy Resources, Inc.",1.26,87935442.84,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
TOT,Total S.A.,63.07,1.65694E+11,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot
TPIC,"TPI Composites, Inc.",26.76,912437004.5,n/a,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
TAT,Transatlantic Petroleum Ltd,1.97,99256223.9,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tat
TGA,TransGlobe Energy Corporation,2.24,161740026.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
TLP,TransMontaigne Partners L.P.,38.11,618226174.6,n/a,2005,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/tlp
RIG,Transocean Ltd.,13.55,6239869809,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig
TREC,Trecora Resources,13.5,328355437.5,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/trec
USEG,U.S. Energy Corp.,1.37,17249416.55,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
UPL,Ultra Petroleum Corp.,2.13,419724131.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
UNT,Unit Corporation,22.51,1216583586,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/unt
EGY,"VAALCO Energy, Inc. ",2.15,126657878.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egy
VLO,Valero Energy Corporation,120.15,51787463673,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vlo
VLP,Valero Energy Partners LP,41.25,2857060388,n/a,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/vlp
VET,Vermilion Energy Inc.,36.25,4450375126,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vet
VTNR,"Vertex Energy, Inc",1.07,35692307.79,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vtnr
VNOM,Viper Energy Partners LP,32.74,3728498153,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vnom
VOC,VOC Energy Trust,5.3,90100000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/voc
WTI,"W&T Offshore, Inc.",8.34,1160021350,n/a,2005,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wti
HCC,"Warrior Met Coal, Inc.",26.85,1417201291,n/a,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/hcc
WFT,Weatherford International plc,3.48,3468687181,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/wft
WMLP,"Westmoreland Resource Partners, LP",1.34,1721685.6,n/a,2015,Energy,Coal Mining,https://www.nasdaq.com/symbol/wmlp
WPRT,Westport Fuel Systems Inc,3.01,395151924.1,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wprt
WLL,Whiting Petroleum Corporation,50.48,4590004703,n/a,2003,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wll
WRD,WildHorse Resource Development Corporation,26.24,2657531466,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wrd
WWD,"Woodward, Inc.",75.15,4623198917,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd
INT,World Fuel Services Corporation,21.78,1474642212,n/a,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/int
WPX,"WPX Energy, Inc.",18.19,7269183552,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wpx
WPXP,"WPX Energy, Inc.",76.59,0,n/a,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wpxp
YPF,YPF Sociedad Anonima,19.79,7783660173,n/a,1993,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/ypf
YUMA,"Yuma Energy, Inc.",0.4488,10425699.85,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/yuma
ZN,Zion Oil & Gas Inc,3.79,219901795.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/zn
ZNWAA,Zion Oil & Gas Inc,n/a,0,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/znwaa
